head_name	relation	tail_name
Interferon alpha/beta receptor 2	ASSOCIATED_WITH	renal cell carcinoma
Interferon alpha/beta receptor 2	ASSOCIATED_WITH	endometriosis
Interferon alpha/beta receptor 2	ASSOCIATED_WITH	multiple sclerosis
Interferon alpha/beta receptor 2	ASSOCIATED_WITH	immunodeficiency 45
Interferon alpha/beta receptor 2	ASSOCIATED_WITH	myeloproliferative neoplasm
Innate immunity activator protein	ASSOCIATED_WITH	Crohn disease
Innate immunity activator protein	ASSOCIATED_WITH	psoriasis
Innate immunity activator protein	ASSOCIATED_WITH	ulcerative colitis
Innate immunity activator protein	ASSOCIATED_WITH	celiac disease
Innate immunity activator protein	ASSOCIATED_WITH	inflammatory bowel disease
Innate immunity activator protein	ASSOCIATED_WITH	multiple sclerosis
Innate immunity activator protein	ASSOCIATED_WITH	ankylosing spondylitis
Innate immunity activator protein	ASSOCIATED_WITH	anterior uveitis
Innate immunity activator protein	ASSOCIATED_WITH	sclerosing cholangitis
Inner centromere protein	ASSOCIATED_WITH	breast carcinoma
Inner centromere protein	ASSOCIATED_WITH	cancer
Inner centromere protein	ASSOCIATED_WITH	ovarian carcinoma
Inner centromere protein	ASSOCIATED_WITH	prostate carcinoma
Inner centromere protein	ASSOCIATED_WITH	breast cancer
Inner centromere protein	ASSOCIATED_WITH	ovarian cancer
Inner centromere protein	ASSOCIATED_WITH	prostate cancer
Inner centromere protein	ASSOCIATED_WITH	nephronophthisis
Inner centromere protein	ASSOCIATED_WITH	ovarian neoplasm
Inner centromere protein	ASSOCIATED_WITH	breast neoplasm
Inverted formin-2	ASSOCIATED_WITH	kidney failure
Inverted formin-2	ASSOCIATED_WITH	familial nephrotic syndrome
Inverted formin-2	ASSOCIATED_WITH	lung adenocarcinoma
Inverted formin-2	ASSOCIATED_WITH	prostate carcinoma
Inverted formin-2	ASSOCIATED_WITH	nephrotic syndrome
Inverted formin-2	ASSOCIATED_WITH	nephrotic syndrome, type 2
Inverted formin-2	ASSOCIATED_WITH	prostate cancer
Inverted formin-2	ASSOCIATED_WITH	Charcot-Marie-Tooth disease dominant intermediate E
Inverted formin-2	ASSOCIATED_WITH	focal segmental glomerulosclerosis 5
Inverted formin-2	ASSOCIATED_WITH	Alport syndrome
Inverted formin-2	ASSOCIATED_WITH	familial idiopathic steroid-resistant nephrotic syndrome
Inverted formin-2	ASSOCIATED_WITH	focal segmental glomerulosclerosis
Inhibitor of growth protein 1	ASSOCIATED_WITH	oral cavity squamous cell carcinoma
Inhibitor of growth protein 1	ASSOCIATED_WITH	laryngeal squamous cell carcinoma
Inhibitor of growth protein 1	ASSOCIATED_WITH	Hutchinson-Gilford progeria syndrome
Inhibitor of growth protein 1	ASSOCIATED_WITH	head and neck squamous cell carcinoma
Inhibitor of growth protein 1	ASSOCIATED_WITH	chronic granulomatous disease
Inhibitor of growth protein 1	ASSOCIATED_WITH	colorectal carcinoma
Inhibitor of growth protein 1	ASSOCIATED_WITH	hypopharynx squamous cell carcinoma
Inhibitor of growth protein 1	ASSOCIATED_WITH	oropharynx squamous cell carcinoma
Inhibitor of growth protein 1	ASSOCIATED_WITH	metastatic malignant neoplasm
Inhibitor of growth protein 2	ASSOCIATED_WITH	urinary bladder cancer
Inhibitor of growth protein 2	ASSOCIATED_WITH	urinary bladder carcinoma
Inhibitor of growth protein 2	ASSOCIATED_WITH	urinary bladder neoplasm
Inhibitor of growth protein 2	ASSOCIATED_WITH	neuroblastoma
Inhibitor of growth protein 2	ASSOCIATED_WITH	hepatitis C virus infection
Inhibitor of growth protein 2	ASSOCIATED_WITH	meningioma
Interferon gamma receptor 1	ASSOCIATED_WITH	eclampsia
Interferon gamma receptor 1	ASSOCIATED_WITH	colon carcinoma
Interferon gamma receptor 1	ASSOCIATED_WITH	atopic eczema
Interferon gamma receptor 1	ASSOCIATED_WITH	Crohn disease
Interferon gamma receptor 1	ASSOCIATED_WITH	ulcerative colitis
Interferon gamma receptor 1	ASSOCIATED_WITH	cataract
Interferon gamma receptor 1	ASSOCIATED_WITH	malaria
Interferon gamma receptor 1	ASSOCIATED_WITH	B-cell neoplasm
Interferon gamma receptor 1	ASSOCIATED_WITH	osteomyelitis
Interferon gamma receptor 1	ASSOCIATED_WITH	inflammatory bowel disease
Interferon gamma receptor 1	ASSOCIATED_WITH	multiple sclerosis
Interferon gamma receptor 1	ASSOCIATED_WITH	hepatitis B virus infection
Interferon gamma receptor 1	ASSOCIATED_WITH	chronic hepatitis B virus infection
Interferon gamma receptor 1	ASSOCIATED_WITH	Plasmodium falciparum malaria
Interferon gamma receptor 1	ASSOCIATED_WITH	inborn error of immunity
Interferon gamma receptor 1	ASSOCIATED_WITH	gastric carcinoma
Interferon gamma receptor 1	ASSOCIATED_WITH	systemic lupus erythematosus
Interferon gamma receptor 1	ASSOCIATED_WITH	immunodeficiency 27A
Interferon gamma receptor 1	ASSOCIATED_WITH	autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
Interferon gamma receptor 1	ASSOCIATED_WITH	autosomal recessive Mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
Interferon gamma receptor 1	ASSOCIATED_WITH	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency
Interferon gamma receptor 1	ASSOCIATED_WITH	mycobacterial infectious disease
Interferon gamma receptor 1	ASSOCIATED_WITH	malignant colon neoplasm
Interferon gamma receptor 1	ASSOCIATED_WITH	colorectal carcinoma
Interferon gamma receptor 1	ASSOCIATED_WITH	rectal carcinoma
Interferon gamma receptor 2	ASSOCIATED_WITH	immunodeficiency 28
Interferon gamma receptor 2	ASSOCIATED_WITH	autosomal recessive Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR2 deficiency
Interferon gamma receptor 2	ASSOCIATED_WITH	autosomal recessive Mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
Interferon gamma receptor 2	ASSOCIATED_WITH	autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
Inhibin alpha chain	ASSOCIATED_WITH	preeclampsia
Inhibin alpha chain	ASSOCIATED_WITH	male infertility
Inhibin alpha chain	ASSOCIATED_WITH	aplasia cutis congenita
Inhibin alpha chain	ASSOCIATED_WITH	corpus callosum, agenesis of
Inhibin alpha chain	ASSOCIATED_WITH	synovial sarcoma
Inhibin alpha chain	ASSOCIATED_WITH	tuberculosis
Inhibin alpha chain	ASSOCIATED_WITH	drug-resistant tuberculosis
Inhibin beta A chain	ASSOCIATED_WITH	ovarian cancer
Inhibin beta B chain	ASSOCIATED_WITH	breast carcinoma
Inhibin beta B chain	ASSOCIATED_WITH	Kaposi's sarcoma
Inhibin beta B chain	ASSOCIATED_WITH	breast cancer
Inhibin beta B chain	ASSOCIATED_WITH	split hand-foot malformation
Inhibin beta C chain	ASSOCIATED_WITH	non-small cell lung carcinoma
Inhibin beta C chain	ASSOCIATED_WITH	kidney disorder
Inhibin beta C chain	ASSOCIATED_WITH	gout
Inhibin beta C chain	ASSOCIATED_WITH	chronic renal failure syndrome
Inhibin beta E chain	ASSOCIATED_WITH	gout
PAK4-inhibitor INKA2	ASSOCIATED_WITH	Crohn disease
Interferon lambda receptor 1	ASSOCIATED_WITH	rhinitis
Interferon lambda receptor 1	ASSOCIATED_WITH	multiple sclerosis
Interferon lambda receptor 1	ASSOCIATED_WITH	hepatitis B virus infection
Interferon lambda receptor 1	ASSOCIATED_WITH	psoriatic arthritis
Interferon lambda receptor 1	ASSOCIATED_WITH	herpes simplex encephalitis
Indolethylamine N-methyltransferase	ASSOCIATED_WITH	Hirschsprung disease
Inositol-3-phosphate synthase 1	ASSOCIATED_WITH	gastric cancer
Inositol-3-phosphate synthase 1	ASSOCIATED_WITH	hypertensive disorder
Inositol-3-phosphate synthase 1	ASSOCIATED_WITH	psoriasis
Inositol-3-phosphate synthase 1	ASSOCIATED_WITH	malaria
Inositol-3-phosphate synthase 1	ASSOCIATED_WITH	gastric carcinoma
Inositol-3-phosphate synthase 1	ASSOCIATED_WITH	rheumatoid arthritis
Chromatin-remodeling ATPase INO80	ASSOCIATED_WITH	chronic kidney disease
Chromatin-remodeling ATPase INO80	ASSOCIATED_WITH	congenital heart disease
Chromatin-remodeling ATPase INO80	ASSOCIATED_WITH	immunodeficiency, common variable, 1
Chromatin-remodeling ATPase INO80	ASSOCIATED_WITH	Wilson disease
Inositol polyphosphate 4-phosphatase type II	ASSOCIATED_WITH	thyroid cancer
Inositol polyphosphate 4-phosphatase type II	ASSOCIATED_WITH	ovarian carcinoma
Inositol polyphosphate 4-phosphatase type II	ASSOCIATED_WITH	multiple sclerosis
Inositol polyphosphate 4-phosphatase type II	ASSOCIATED_WITH	amyotrophic lateral sclerosis type 1
Inositol polyphosphate 4-phosphatase type II	ASSOCIATED_WITH	ovarian cancer
Inositol polyphosphate 4-phosphatase type II	ASSOCIATED_WITH	ovarian neoplasm
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	Joubert syndrome
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	Meckel syndrome, type 1
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	ocular motor apraxia, Cogan type
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	Joubert syndrome 1
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	MORM syndrome
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	Joubert syndrome with ocular defect
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	Bardet-Biedl syndrome
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	polycystic kidney disease
Phosphatidylinositol polyphosphate 5-phosphatase type IV	ASSOCIATED_WITH	COACH syndrome
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	skin carcinoma
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	intellectual disability
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	cataract
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	Parkinson disease
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	Marinesco-Sjogren syndrome
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	fragile X syndrome
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	muscular dystrophy
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	congenital muscular dystrophy
Inositol polyphosphate 5-phosphatase K	ASSOCIATED_WITH	congenital muscular dystrophy with cataracts and intellectual disability
Insulin-induced gene 1 protein	ASSOCIATED_WITH	transposition of the great arteries
Insulin-induced gene 1 protein	ASSOCIATED_WITH	Alzheimer disease
Insulin-induced gene 1 protein	ASSOCIATED_WITH	coronary artery disorder
Insulin-induced gene 1 protein	ASSOCIATED_WITH	coronary atherosclerosis
Insulin-induced gene 1 protein	ASSOCIATED_WITH	systemic primary carnitine deficiency disease
Insulin-induced gene 1 protein	ASSOCIATED_WITH	obesity disorder
Insulin-induced gene 1 protein	ASSOCIATED_WITH	sickle cell disease
Insulin-induced gene 2 protein	ASSOCIATED_WITH	arteriosclerosis disorder
Insulin-induced gene 2 protein	ASSOCIATED_WITH	asthma
Insulin-induced gene 2 protein	ASSOCIATED_WITH	cardiovascular disorder
Insulin-induced gene 2 protein	ASSOCIATED_WITH	schizophrenia
Insulin-induced gene 2 protein	ASSOCIATED_WITH	coronary atherosclerosis
Insulin-induced gene 2 protein	ASSOCIATED_WITH	peripheral vascular disease
Insulin-induced gene 2 protein	ASSOCIATED_WITH	atherosclerosis
Insulin-induced gene 2 protein	ASSOCIATED_WITH	familial hypercholesterolemia
Insulin-induced gene 2 protein	ASSOCIATED_WITH	polycystic ovary syndrome
Insulin-induced gene 2 protein	ASSOCIATED_WITH	cerebrovascular disorder
Insulin-induced gene 2 protein	ASSOCIATED_WITH	metabolic dysfunction-associated steatotic liver disease
Insulin-induced gene 2 protein	ASSOCIATED_WITH	split hand-foot malformation
Insulin-like 3	ASSOCIATED_WITH	gastric cancer
Insulin-like 3	ASSOCIATED_WITH	osteoporosis
Insulin-like 3	ASSOCIATED_WITH	gastric carcinoma
Insulin-like 3	ASSOCIATED_WITH	cryptorchidism
Insulin-like peptide INSL6	ASSOCIATED_WITH	psoriatic arthritis
Insulin, isoform 2	ASSOCIATED_WITH	hyperglycemia
Insulin, isoform 2	ASSOCIATED_WITH	Crohn disease
Insulin, isoform 2	ASSOCIATED_WITH	diabetes mellitus
Insulin, isoform 2	ASSOCIATED_WITH	hypertrophic cardiomyopathy
Insulin, isoform 2	ASSOCIATED_WITH	psoriasis
Insulin, isoform 2	ASSOCIATED_WITH	ulcerative colitis
Insulin, isoform 2	ASSOCIATED_WITH	celiac disease
Insulin, isoform 2	ASSOCIATED_WITH	type 2 diabetes mellitus
Insulin, isoform 2	ASSOCIATED_WITH	multiple sclerosis
Insulin, isoform 2	ASSOCIATED_WITH	ankylosing spondylitis
Insulin, isoform 2	ASSOCIATED_WITH	Graves disease
Insulin, isoform 2	ASSOCIATED_WITH	autoimmune thyroid disease
Insulin, isoform 2	ASSOCIATED_WITH	systemic lupus erythematosus
Insulin, isoform 2	ASSOCIATED_WITH	autoimmune disease
Insulin, isoform 2	ASSOCIATED_WITH	maturity-onset diabetes of the young type 10
Insulin, isoform 2	ASSOCIATED_WITH	juvenile idiopathic arthritis
Insulin, isoform 2	ASSOCIATED_WITH	autoimmune disease, susceptibility to, 6
Insulin, isoform 2	ASSOCIATED_WITH	STAT3-related early-onset multisystem autoimmune disease
Insulin, isoform 2	ASSOCIATED_WITH	common variable immunodeficiency
Insulin, isoform 2	ASSOCIATED_WITH	monogenic diabetes
Insulin, isoform 2	ASSOCIATED_WITH	permanent neonatal diabetes mellitus
Insulin receptor-related protein	ASSOCIATED_WITH	anemia
Insulin receptor-related protein	ASSOCIATED_WITH	breast carcinoma
Insulin receptor-related protein	ASSOCIATED_WITH	cardiovascular disorder
Insulin receptor-related protein	ASSOCIATED_WITH	hypertensive disorder
Insulin receptor-related protein	ASSOCIATED_WITH	myocardial infarction
Insulin receptor-related protein	ASSOCIATED_WITH	schizophrenia
Insulin receptor-related protein	ASSOCIATED_WITH	lung carcinoma
Insulin receptor-related protein	ASSOCIATED_WITH	type 2 diabetes mellitus
Insulin receptor-related protein	ASSOCIATED_WITH	prostate carcinoma
Insulin receptor-related protein	ASSOCIATED_WITH	osteoarthritis
Insulin receptor-related protein	ASSOCIATED_WITH	pneumonia
Insulin receptor-related protein	ASSOCIATED_WITH	heart failure
Insulin receptor-related protein	ASSOCIATED_WITH	multiple sclerosis
Insulin receptor-related protein	ASSOCIATED_WITH	psychotic disorder
Insulin receptor-related protein	ASSOCIATED_WITH	anxiety disorder
Insulin receptor-related protein	ASSOCIATED_WITH	systemic lupus erythematosus
Insulin receptor-related protein	ASSOCIATED_WITH	lung cancer
Insulin receptor-related protein	ASSOCIATED_WITH	breast cancer
Insulin receptor-related protein	ASSOCIATED_WITH	hepatocellular carcinoma
Insulin receptor-related protein	ASSOCIATED_WITH	prostate cancer
Insulin receptor-related protein	ASSOCIATED_WITH	anxiety
Insulin receptor-related protein	ASSOCIATED_WITH	tuberculosis
Insulin receptor-related protein	ASSOCIATED_WITH	metastatic malignant neoplasm
Insulin receptor	ASSOCIATED_WITH	Alzheimer disease
Insulin receptor	ASSOCIATED_WITH	Crohn disease
Insulin receptor	ASSOCIATED_WITH	lymphoma
Insulin receptor	ASSOCIATED_WITH	psychotic disorder
Insulin receptor	ASSOCIATED_WITH	Donohue syndrome
Insulin receptor	ASSOCIATED_WITH	plasma cell myeloma
Insulin receptor	ASSOCIATED_WITH	Rabson-Mendenhall syndrome
Insulin receptor	ASSOCIATED_WITH	breast cancer
Insulin receptor	ASSOCIATED_WITH	hyperinsulinism due to INSR deficiency
Insulin receptor	ASSOCIATED_WITH	insulin-resistance syndrome type A
Insulin	ASSOCIATED_WITH	metabolic disease
Insulin	ASSOCIATED_WITH	malaria
Insulin	ASSOCIATED_WITH	type 1 diabetes mellitus 2
Insulin	ASSOCIATED_WITH	maturity-onset diabetes of the young type 10
Insulin	ASSOCIATED_WITH	hyperproinsulinemia
Insulin	ASSOCIATED_WITH	maturity-onset diabetes of the young
Insulin	ASSOCIATED_WITH	monogenic diabetes
Insulin	ASSOCIATED_WITH	transient neonatal diabetes mellitus
Insulin	ASSOCIATED_WITH	diabetes mellitus, permanent neonatal 4
Insulin	ASSOCIATED_WITH	permanent neonatal diabetes mellitus
Integrator complex subunit 10	ASSOCIATED_WITH	breast carcinoma
Integrator complex subunit 10	ASSOCIATED_WITH	hepatitis B virus infection
14-3-3 protein gamma	ASSOCIATED_WITH	undetermined early-onset epileptic encephalopathy
14-3-3 protein gamma	ASSOCIATED_WITH	developmental and epileptic encephalopathy, 56
14-3-3 protein zeta/delta	ASSOCIATED_WITH	complex neurodevelopmental disorder
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	childhood acute lymphoblastic leukemia
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	acute lymphoblastic leukemia
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	cancer
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	clear cell renal carcinoma
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	Crohn disease
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	hypertensive disorder
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	renal cell carcinoma
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	coronary atherosclerosis
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	IgA glomerulonephritis
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	appendicitis
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	obesity disorder
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	colorectal carcinoma
1-aminocyclopropane-1-carboxylate synthase-like protein 1	ASSOCIATED_WITH	rectal carcinoma
Run domain Beclin-1-interacting and cysteine-rich domain-containing protein	ASSOCIATED_WITH	autosomal recessive spinocerebellar ataxia 15
RUN domain-containing protein 3B	ASSOCIATED_WITH	schizophrenia
Runt-related transcription factor 1	ASSOCIATED_WITH	hereditary thrombocytopenia and hematologic cancer predisposition syndrome
Runt-related transcription factor 1	ASSOCIATED_WITH	acute myeloid leukemia
Runt-related transcription factor 1	ASSOCIATED_WITH	hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1
Runt-related transcription factor 2	ASSOCIATED_WITH	cleidocranial dysplasia 1
Runt-related transcription factor 2	ASSOCIATED_WITH	metaphyseal dysplasia-maxillary hypoplasia-brachydacty syndrome
AP-4 complex accessory subunit RUSC2	ASSOCIATED_WITH	intellectual disability
AP-4 complex accessory subunit RUSC2	ASSOCIATED_WITH	intellectual disability, autosomal recessive 61
RuvB-like 1	ASSOCIATED_WITH	hydrocephalus
RuvB-like 1	ASSOCIATED_WITH	cardiovascular disorder
RuvB-like 1	ASSOCIATED_WITH	ovarian cancer
RuvB-like 1	ASSOCIATED_WITH	ovarian neoplasm
Small nuclear ribonucleoprotein E	ASSOCIATED_WITH	intellectual disability
Small nuclear ribonucleoprotein E	ASSOCIATED_WITH	hypotrichosis 11
Small nuclear ribonucleoprotein E	ASSOCIATED_WITH	hypotrichosis simplex
Small nuclear ribonucleoprotein E	ASSOCIATED_WITH	isolated congenital microcephaly
Small nuclear ribonucleoprotein F	ASSOCIATED_WITH	pulmonary emphysema
Relaxin receptor 1	ASSOCIATED_WITH	cardiovascular disorder
Relaxin receptor 1	ASSOCIATED_WITH	heart failure
Relaxin receptor 2	ASSOCIATED_WITH	osteoporosis
Relaxin receptor 2	ASSOCIATED_WITH	testicular cancer
Relaxin receptor 2	ASSOCIATED_WITH	cryptorchidism
Ribitol-5-phosphate xylosyltransferase 1	ASSOCIATED_WITH	muscular dystrophy-dystroglycanopathy, type A
Ribitol-5-phosphate xylosyltransferase 1	ASSOCIATED_WITH	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 10
Ribitol-5-phosphate xylosyltransferase 1	ASSOCIATED_WITH	cobblestone lissencephaly
Ribitol-5-phosphate xylosyltransferase 1	ASSOCIATED_WITH	muscle-eye-brain disease
Ribitol-5-phosphate xylosyltransferase 1	ASSOCIATED_WITH	neural tube defect
Retinoic acid receptor RXR-alpha	ASSOCIATED_WITH	Kaposi's sarcoma
Retinoic acid receptor RXR-beta	ASSOCIATED_WITH	Kaposi's sarcoma
Retinoic acid receptor RXR-gamma	ASSOCIATED_WITH	Kaposi's sarcoma
Retinoic acid receptor RXR-gamma	ASSOCIATED_WITH	lung cancer
Retinoic acid receptor RXR-gamma	ASSOCIATED_WITH	malignant pancreatic neoplasm
Retinoic acid receptor RXR-gamma	ASSOCIATED_WITH	breast cancer
Retinoic acid receptor RXR-gamma	ASSOCIATED_WITH	prostate cancer
Retinal homeobox protein Rx	ASSOCIATED_WITH	microphthalmia, isolated, with coloboma
Retinal homeobox protein Rx	ASSOCIATED_WITH	coloboma
Retinal homeobox protein Rx	ASSOCIATED_WITH	retinoschisis
Retinal homeobox protein Rx	ASSOCIATED_WITH	isolated microphthalmia 3
Retinal homeobox protein Rx	ASSOCIATED_WITH	isolated anophthalmia-microphthalmia syndrome
Retinal homeobox protein Rx	ASSOCIATED_WITH	microphthalmia
Retinal homeobox protein Rx	ASSOCIATED_WITH	sclerocornea
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	isolated cleft palate
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	atypical chronic myeloid leukemia, BCR-ABL1 negative
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	cleft lip
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	cleft palate
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	familial medullary thyroid carcinoma
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	multiple endocrine neoplasia type 2A
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	multiple endocrine neoplasia
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	isolated cleft lip
Tyrosine-protein kinase RYK	ASSOCIATED_WITH	cleft lip/palate
Ryanodine receptor 1	ASSOCIATED_WITH	heart failure
Ryanodine receptor 1	ASSOCIATED_WITH	malignant hyperthermia, susceptibility to, 1
Ryanodine receptor 1	ASSOCIATED_WITH	lethal multiple pterygium syndrome
Ryanodine receptor 1	ASSOCIATED_WITH	congenital multicore myopathy with external ophthalmoplegia
Ryanodine receptor 1	ASSOCIATED_WITH	central core myopathy
Ryanodine receptor 1	ASSOCIATED_WITH	autosomal recessive centronuclear myopathy
Ryanodine receptor 1	ASSOCIATED_WITH	benign Samaritan congenital myopathy
Ryanodine receptor 1	ASSOCIATED_WITH	King-Denborough syndrome
Ryanodine receptor 1	ASSOCIATED_WITH	malignant hyperthermia of anesthesia
Ryanodine receptor 1	ASSOCIATED_WITH	RYR1-related myopathy
Ryanodine receptor 1	ASSOCIATED_WITH	congenital myopathy with myasthenic-like onset
Ryanodine receptor 2	ASSOCIATED_WITH	intellectual disability
Ryanodine receptor 2	ASSOCIATED_WITH	asthma
Ryanodine receptor 2	ASSOCIATED_WITH	atrial fibrillation
Ryanodine receptor 2	ASSOCIATED_WITH	coronary artery disorder
Ryanodine receptor 2	ASSOCIATED_WITH	dilated cardiomyopathy
Ryanodine receptor 2	ASSOCIATED_WITH	hypertrophic cardiomyopathy
Ryanodine receptor 2	ASSOCIATED_WITH	long QT syndrome
Ryanodine receptor 2	ASSOCIATED_WITH	coronary atherosclerosis
Ryanodine receptor 2	ASSOCIATED_WITH	autism spectrum disorder
Ryanodine receptor 2	ASSOCIATED_WITH	heart disorder
Ryanodine receptor 2	ASSOCIATED_WITH	hepatocellular carcinoma
Ryanodine receptor 2	ASSOCIATED_WITH	dilated cardiomyopathy 1A
Ryanodine receptor 2	ASSOCIATED_WITH	central core myopathy
Ryanodine receptor 2	ASSOCIATED_WITH	Andersen-Tawil syndrome
Ryanodine receptor 2	ASSOCIATED_WITH	catecholaminergic polymorphic ventricular tachycardia 2
Ryanodine receptor 2	ASSOCIATED_WITH	head and neck squamous cell carcinoma
Ryanodine receptor 2	ASSOCIATED_WITH	catecholaminergic polymorphic ventricular tachycardia 1
Ryanodine receptor 2	ASSOCIATED_WITH	Brugada syndrome
Ryanodine receptor 2	ASSOCIATED_WITH	arrhythmogenic right ventricular cardiomyopathy
Ryanodine receptor 2	ASSOCIATED_WITH	catecholaminergic polymorphic ventricular tachycardia
Ryanodine receptor 2	ASSOCIATED_WITH	polymorphic ventricular tachycardia
Ryanodine receptor 2	ASSOCIATED_WITH	malignant hyperthermia of anesthesia
Ryanodine receptor 2	ASSOCIATED_WITH	paroxysmal familial ventricular fibrillation
Ryanodine receptor 2	ASSOCIATED_WITH	narcolepsy
Ryanodine receptor 2	ASSOCIATED_WITH	astrocytoma (excluding glioblastoma)
Ryanodine receptor 3	ASSOCIATED_WITH	colon carcinoma
Ryanodine receptor 3	ASSOCIATED_WITH	arteriosclerosis disorder
Ryanodine receptor 3	ASSOCIATED_WITH	Alzheimer disease
Ryanodine receptor 3	ASSOCIATED_WITH	breast carcinoma
